#,A,+,B,->,C,0.1,D,Al-B-Be-C-Cl-F-H-N-O-P-S-Si,RE (kcal mol-1),CCSD(T) error,ACCSD(T) error,MBPT(2) error,B2PLYP error,B2GPPLYP error,B2IPPLYP error,PWPB95 error,CAM-B3LYP error,wB97X error,CAM-QTP01,M06-2X error,M06 error,TPSSh error,O3LYP error,PW6B95 error,B3LYP error,PBE0 error,TPSS error,OLYP error,BLYP error,BP86 error,PBE error
2750,propane,+,hco,->,ethanol,+,ch2ch,H9-C4-O1,30.009,-0.441417634,-0.633639805,-4.192673021,-1.621618205,-1.800643792,-2.051862908,-1.561586241,1.405345222,2.907002551,-1.235237365,-0.534664177,1.348502128,2.08212781,1.846878453,2.054480856,1.241926051,1.096022218,2.613049468,3.186033733,2.308396542,1.867681234,2.442449768
2751,propane,+,co,->,propene,+,h2co,H8-C4-O1,31.4,-1.061993058,-1.295324215,-1.655768288,2.106024221,1.047248528,1.629607077,1.744756616,-2.020542906,0.125499174,0.345503765,0.88945021,-0.552007294,-4.699697993,-5.579519102,-2.716573542,-4.436085765,-3.395635344,-5.947902193,-6.148503639,-6.90346384,-6.595765539,-6.64249823
2752,propane,+,co,->,propene,+,t-hcoh,H8-C4-O1,83.581,-0.671707242,-0.921604291,-5.283625457,0.643528616,-0.524002033,-0.158740837,0.774782517,-1.624917759,0.346380818,0.490795406,0.255460394,-0.713416091,-2.750352483,-3.565292367,-1.424891275,-3.402656305,-2.017725141,-3.710853157,-4.101080173,-5.361170696,-5.03354122,-4.463060403
2753,propane,+,co,->,propene,+,c-hcoh,H8-C4-O1,88.411,-0.528652289,-0.792918729,-5.448906726,0.63004044,-0.641505125,-0.209833387,0.761603913,-1.162173104,0.918968208,-0.206329613,0.587022169,-0.703970963,-2.669218746,-3.488660072,-1.234956044,-3.283013808,-1.787851189,-3.816665176,-4.545895201,-5.651764964,-5.211368402,-4.675492246
2754,propane,+,co,->,ethanol,+,ch2c,H8-C4-O1,96.461,-0.82867903,-1.033657312,-6.930279071,0.010245771,-1.086972166,-0.905194065,0.035019218,-1.192748656,0.879166107,0.324201636,0.493120879,-1.17270189,-0.542582089,-1.182335012,-0.434715784,-2.587751001,-0.462349643,-0.958878217,-1.378184924,-3.723577443,-2.570472411,-1.708848995
2755,propane,+,co,->,ethanol,+,c2h2,H8-C4-O1,50.87,-1.557924717,-1.773714502,0.166359527,1.048479795,0.556945191,1.026154825,0.098102538,0.964271548,3.790925051,-1.52145329,0.808133795,1.860529887,1.541788766,-1.174697158,1.046901118,-0.109556118,0.915714238,0.879770392,0.460032056,-1.59353367,-1.310439181,-1.241252973
2756,propane,+,co,->,c2h4,+,acetaldehyde,H8-C4-O1,25.677,-1.164863384,-1.365327087,-2.054867591,2.51916076,1.362702656,1.933798888,1.979754252,-2.869198101,-0.442112996,1.271437302,0.743485815,-0.670155938,-5.010046602,-6.531887665,-3.259014546,-5.201958703,-4.010585219,-6.269614118,-7.06367269,-7.736966699,-7.281925298,-7.374343192
2757,propane,+,co,->,c2h4,+,oxirane,H8-C4-O1,52.015,-1.357396452,-1.599432764,-1.202283173,1.417136748,0.682559529,1.116126264,3.624111866,-2.253175818,-1.545803807,1.858428849,-2.727959656,-2.394050263,-8.431431271,-8.839154231,-5.136314938,-3.514505296,-6.176188664,-9.675202864,-8.005955709,-5.18814615,-8.155980814,-8.911587807
2758,propane,+,co,->,methanol,+,propyne,H8-C4-O1,48.53,-1.696696245,-1.904481268,0.52736626,2.167765707,1.535103669,2.018045587,1.333358963,-0.269136552,2.643726109,-0.788965814,-0.373096989,-0.189284432,-0.810271488,-3.482440227,-0.830256724,-1.985317719,-1.195657776,-1.588898191,-2.400776481,-3.669260398,-3.717719983,-3.546932858
2759,propane,+,co,->,methanol,+,allene,H8-C4-O1,50.035,-1.496644296,-1.814378173,-2.699765668,2.801329665,1.401902779,2.076104186,2.576520512,-2.546169345,1.238421114,0.737050807,-1.306425106,-0.683784934,-4.639593187,-7.531671355,-3.790641688,-5.465965873,-4.417307311,-5.959152889,-7.003433531,-8.237419495,-8.358231008,-8.193713079
2760,propane,+,oxirene,->,propene,+,acetaldehyde,H10-C5-O1,-75.461,0.770740932,0.919392883,-0.396357868,2.224561198,2.394311891,1.905088178,-0.026916856,-3.256819028,-1.049288249,3.039865343,1.599237868,0.572250281,0.883867859,-0.389353584,-0.66052924,-3.56600434,-0.774307877,1.748436385,0.007546326,-2.148191197,0.484408335,1.134995661
2761,propane,+,oxirene,->,propene,+,oxirane,H10-C5-O1,-49.123,0.578207865,0.685287207,0.456226549,1.122537186,1.714168764,1.087415554,1.617440759,-2.640796745,-2.15297906,3.62685689,-1.872207604,-1.151644044,-2.53751681,-2.69662015,-2.537829631,-1.878550933,-2.939911322,-1.657152361,-0.934736693,0.400629353,-0.389647181,-0.402248954
2762,propane,+,oxirene,->,ethanol,+,propyne,H10-C5-O1,-52.865,0.407825648,0.558201192,1.968217659,1.581802137,2.319218699,1.714469187,-1.046264321,-0.658473899,2.170701095,1.17898241,0.69860267,1.562884727,5.673309768,3.273197968,2.190035447,-0.063219173,2.608046349,7.077845263,5.468742994,2.309474459,4.756752272,5.664656934
2763,propane,+,oxirene,->,ethanol,+,allene,H10-C5-O1,-51.36,0.607877597,0.648304286,-1.258914268,2.215366095,2.186017809,1.772527786,0.196897229,-2.935506691,0.765396099,2.704999031,-0.234725447,1.068384226,1.843988068,-0.77603316,-0.770349517,-3.543867328,-0.613603186,2.707590566,0.866085945,-2.258684638,0.116241247,1.017876713
2764,propane,+,hooh,->,ethanol,+,methanol,H10-C3-O2,-47.744,-0.209407919,-0.016747672,2.118645897,0.917847372,2.006358239,1.197377936,0.58760661,-0.815647233,0.286651604,2.271053879,-2.232997997,-2.742154206,1.990377801,0.465350884,-0.357004674,0.659080612,0.615251069,3.383448041,3.336095332,3.808908211,3.853673223,4.183727752
2765,propane,+,t-n2h2,->,propene,+,n2h4,H10-C3-N2,4.584,-0.72787435,-0.683641008,0.540528803,1.735899811,1.83656915,1.633553881,0.928664053,-1.158633205,0.79442314,1.706855204,-0.825978104,0.83558488,1.84706624,-1.638123225,-0.40552951,-0.959601869,-0.827347341,2.376617418,0.795236798,-0.062930389,-0.25448113,0.051793177
2766,propane,+,c-n2h2,->,propene,+,n2h4,H10-C3-N2,-0.815,-0.909465544,-0.844227106,0.645180829,1.740557205,1.967299542,1.679589246,0.95171692,-1.726008919,0.13343688,2.535976443,-1.307192382,0.567812522,1.719205108,-1.773929712,-0.729963034,-1.169339039,-1.147171601,2.459549634,1.204522495,0.180564182,-0.116517991,0.23868996
2767,propane,+,cf2,->,c2h5f,+,c2h3f,H8-C4-F2,-28.703,-1.203978522,-1.250362474,1.009515556,1.969279879,1.827022476,1.909530264,1.402064564,-1.222853566,1.59800643,0.577622751,-0.06086907,3.017154046,-1.139153746,-1.541896383,-1.348855839,-2.212341953,-0.886189489,-1.168389187,0.097426466,-2.154765249,-0.99017956,-0.953564782
2768,propane,+,cf2,->,propene,+,ch2f2,H8-C4-F2,-32.555,-0.908989295,-0.973331707,1.933574303,1.512234287,1.707784093,1.628650528,0.884171739,-0.197109673,2.257409426,-0.257321786,0.011165242,3.789755606,-0.339363906,-0.707160791,-0.521836995,-1.130982943,-0.416161373,-0.069637266,1.249591134,-0.38654445,0.269773952,0.337726317
2769,propane,+,co2,->,propene,+,formic,H8-C4-O2,34.573,-0.404262628,-0.544519806,-4.183416785,-1.262997979,-1.663652407,-1.682070939,-1.156738323,0.414175011,3.173691471,-0.100442446,0.539741389,7.947798972,2.565494242,1.548482729,1.656506466,0.541958159,2.215291779,2.500105237,2.719973661,0.330376781,1.317461121,1.90950419
2770,propane,+,co2,->,propene,+,dioxirane,H8-C4-O2,126.443,-0.263624841,-0.723865243,-6.47471584,-3.148552123,-4.640198305,-3.726778503,-0.542543032,2.756045036,3.941250878,-4.108413677,1.270117951,11.51348182,-4.337881911,1.929977722,1.210103358,1.211784371,1.998416579,-6.402785438,-0.667133117,-2.315464278,-2.460806003,-1.984057833
2771,propane,+,co2,->,ethanol,+,ketene,H8-C4-O2,53.347,-0.525445526,-0.558254577,-3.173406716,0.199995499,-0.415261134,-0.270233433,0.41918245,-0.802262285,1.884868602,0.701237609,-1.56088433,3.790052615,0.958702898,0.114080665,-0.138352562,-1.040905782,0.664873238,0.790666925,0.916499012,-1.605662171,-0.617020451,-0.000566338
2772,propane,+,co2,->,ethanol,+,oxirene,H8-C4-O2,130.737,-1.360475623,-1.623617233,-5.23026908,-3.564888035,-4.34431143,-3.834429215,-1.269139016,3.884940678,5.136266865,-3.799651774,-0.396382951,8.746402095,2.21595297,3.803395345,2.984914647,4.014259287,4.254145568,1.325246662,3.900746452,2.382610547,1.930250844,2.296142512
2773,propane,+,co2,->,c2h4,+,acetic,H8-C4-O2,29.938,-0.565518807,-0.680857362,-4.878307702,-1.662719833,-1.96300668,-2.095621463,-1.55654436,0.264068126,3.080768657,0.450941233,0.575348147,7.989156582,3.416519406,2.161087856,2.011318075,0.903257217,2.637758213,3.576696519,3.932084678,1.20766832,2.26021374,2.92250261
2774,propane,+,co2,->,acetaldehyde,+,oxirane,H8-C4-O2,68.66,-0.440370547,-0.476117321,-3.718648587,-1.53595416,-1.837145397,-1.860103726,1.270564442,-0.511001955,-0.318871185,1.279045271,-2.75960307,3.689110863,-3.332127652,-1.087913531,-1.503104391,0.293920985,-0.893136586,-3.629938232,-0.861060405,0.341056391,-0.910589821,-0.975815785
2775,propane,+,dioxirane,->,ethanol,+,acetaldehyde,H10-C4-O2,-71.167,-0.32610985,0.019640894,0.848088892,1.808225286,2.690198767,1.797437466,-0.753512841,-2.127923386,0.145727738,3.348627246,-0.067263035,-2.194829449,7.43770274,1.484064039,1.114282049,-0.763529424,1.481421112,9.476468486,4.575425895,2.549883628,4.875465183,5.415196006
2776,propane,+,dioxirane,->,ethanol,+,oxirane,H10-C4-O2,-44.829,-0.518642917,-0.214464783,1.700673309,0.706201274,2.01005564,0.979764843,0.890844774,-1.511901103,-0.957963073,3.935618793,-3.538708506,-3.918723774,4.01631807,-0.823202527,-0.763018342,0.923923983,-0.684182332,6.07087974,3.633142876,5.098704178,4.001409666,3.877951391
2777,propane,+,cf,->,c2h5f,+,ch2ch,H8-C4-F1,-26.953,-1.499945633,-1.634016497,-0.484838784,0.466606312,-0.08298946,0.274096347,-0.358645101,0.236258657,2.708764871,-0.976544184,0.440572089,0.986642399,-0.624940886,-2.047764727,-0.045037727,-1.011596217,-0.739558305,-1.082860911,-0.846251287,-1.873618321,-1.789395774,-2.107453948
2778,propane,+,n2,->,propene,+,t-n2h2,H8-C3-N2,78.282,-0.559476464,-0.809091181,-5.908863015,0.73540791,-0.837730446,-0.177759291,0.976690386,-1.918152254,0.485357004,0.555381291,1.141424897,-0.538574872,-3.041336405,-5.630141774,-1.917178109,-4.049374128,-3.010120824,-4.349106838,-6.278905689,-6.931877746,-7.081114952,-6.704400736
2779,propane,+,n2,->,propene,+,c-n2h2,H8-C3-N2,83.681,-0.37788527,-0.648505083,-6.013515041,0.730750516,-0.968460838,-0.223794655,0.953637518,-1.35077654,1.146343263,-0.273739948,1.622639176,-0.270802514,-2.913475272,-5.494335288,-1.592744585,-3.839636958,-2.690296564,-4.432039053,-6.688191386,-7.175372317,-7.21907809,-6.891297519
2780,propane,+,n2,->,propyne,+,n2h4,H8-C3-N2,92.508,-1.308368887,-1.391711176,-1.948364741,2.734945348,1.716742781,2.152085535,1.808269674,-2.233586217,1.197610499,1.853193716,-1.076200919,-2.618002733,0.584607932,-5.800402173,-1.422332339,-3.3479782,-2.662484771,0.058886924,-3.849542388,-4.979325989,-5.514445628,-4.992655629
2781,propane,+,n2,->,allene,+,n2h4,H8-C3-N2,94.013,-1.108316938,-1.301608082,-5.175496669,3.368509306,1.583541891,2.210144133,3.051431224,-4.510619009,-0.207694497,3.379210337,-2.009529036,-3.112503235,-3.244713767,-9.849633301,-4.382717303,-6.828626355,-5.884134306,-4.311367773,-8.452199437,-9.547485086,-10.15495665,-9.63943585
2782,propane,+,hno,->,ch3nh2,+,acetaldehyde,H9-C3-N1-O1,-46.366,-0.513712662,-0.31092383,2.29669848,3.001247244,3.481173187,3.009047464,1.760865225,-2.797657848,-0.360313101,3.535278289,-2.440294237,-2.889024081,0.564829641,-2.580506782,-1.925519858,-2.310153144,-1.542599005,1.481516647,0.096866369,-0.480256932,0.020724734,0.483282003
2783,propane,+,hno,->,ch3nh2,+,oxirane,H9-C3-N1-O1,-20.028,-0.70624573,-0.545029507,3.149282897,1.899223233,2.80103006,2.191374841,3.405222839,-2.181635565,-1.464003912,4.122269836,-5.911739709,-4.612918406,-2.856555028,-4.887773347,-3.80282025,-0.622699736,-3.708202449,-1.924072099,-0.84541665,2.068563618,-0.853330782,-1.053962612
2784,propane,+,hno,->,ethanol,+,ch2nh,H9-C3-N1-O1,-36.883,-0.329716629,-0.247492754,1.419851502,1.492083894,2.072280283,1.552804969,0.473760115,-0.73490523,2.375943361,1.576320233,-1.744792959,0.02970293,2.804266322,0.388760151,0.120532303,-0.179604761,1.059142856,3.795771936,3.630219335,1.87715379,2.695755787,3.40641555
2785,propane,+,hof,->,c2h5f,+,methanol,H9-C3-O1-F1,-68.441,-0.107739095,0.168142725,3.17659726,1.672595951,3.078032745,1.984899074,1.153408069,-1.983600739,-0.368589193,3.864555478,-3.060684865,-4.295720832,1.820523151,-0.279457861,-1.317993637,-0.03787701,0.06026422,3.625263487,3.35213772,4.097694011,4.294056934,4.782863568
2786,propane,+,hof,->,ch3f,+,ethanol,H9-C3-O1-F1,-67.638,-0.072005671,0.193422667,3.416485914,1.493694482,2.976420555,1.876673194,0.988418461,-1.62051636,-0.107163729,3.574293044,-3.032598815,-4.259285455,2.191414784,0.165391108,-0.99941535,0.369280611,0.386930237,4.026191321,3.989804716,4.598107751,4.710025567,5.210316041
2787,propane,+,c-hono,->,ch3nh2,+,acetic,H9-C3-O2-N1,-66.19,-0.573802137,-0.322065094,2.455823022,0.699736618,2.595124549,1.097821094,0.263478749,-1.014630754,1.374524729,3.525436176,-3.129168647,-1.590543264,6.593813337,2.731752852,0.382890034,1.48408981,1.598045055,9.587215597,8.896693534,7.634681023,8.0253594,8.785862277
2788,propane,+,t-hono,->,ch3nh2,+,acetic,H9-C3-O2-N1,-65.76,-0.297497326,-0.03349086,2.726089885,0.701285853,2.753469389,1.149454887,0.433164326,-1.375820496,0.901735714,4.26311978,-3.828176074,-1.865829095,6.674453208,2.458526173,0.057875769,1.491395165,1.219300971,9.887064047,9.104796309,8.103063193,8.263602311,8.897999007
2789,propane,+,cn,->,propene,+,h2cn,H8-C4-N1,-16.068,-0.285760472,-0.381495874,-4.226690907,3.460440429,4.139143771,3.077914706,3.879025915,-9.14560107,-6.850694928,9.918459407,-3.120127098,-1.736961478,-6.250916378,-6.044702225,-6.993209732,-8.266460893,-7.40380079,-5.054966248,-3.646282257,-5.528926021,-4.816870212,-4.324814234
2790,propane,+,cn,->,propene,+,hcnh,H8-C4-N1,-8.568,-0.646998825,-0.724064975,-0.806444845,4.60159359,5.413607595,4.735046137,4.449911854,-8.38528781,-5.552432407,9.052525719,-3.196432389,-0.810467869,-5.159524789,-7.809170696,-6.62989838,-7.759541192,-7.067335473,-4.566238458,-4.973404265,-6.365728049,-6.191583058,-5.964522492
2791,propane,+,cn,->,ch3nh,+,propyne,H8-C4-N1,9.025,-0.608572484,-0.578721764,-0.133500864,5.01001878,6.398280188,5.183912578,4.703808629,-8.848289578,-6.613734102,9.792772817,-5.096560968,-4.192609575,-5.184300607,-5.75274313,-6.567687165,-7.719394433,-7.416980695,-3.694970666,-2.862336685,-4.517285514,-4.320781421,-3.741502547
2792,propane,+,cn,->,ch3nh,+,allene,H8-C4-N1,10.53,-0.408520534,-0.48861867,-3.360632792,5.643582737,6.265079298,5.241971177,5.946970179,-11.12532237,-8.019039098,11.31878944,-6.029889086,-4.687110077,-9.013622306,-9.801974258,-9.528072129,-11.20004259,-10.63863023,-8.065225363,-7.464993735,-9.085444611,-8.961292446,-8.388282768
2793,propane,+,cn,->,ch2nh2,+,propyne,H8-C4-N1,1.378,-1.306089028,-1.294989146,2.093085069,5.495580302,6.955157968,5.98417091,4.766211909,-8.80628956,-5.897846048,10.33954992,-5.033317256,-2.39072418,-2.987778329,-7.408606275,-6.158436361,-7.047654824,-7.103805585,-1.691039858,-2.826431674,-4.315940188,-4.794989296,-4.495390558
2794,propane,+,cn,->,ch2nh2,+,allene,H8-C4-N1,2.883,-1.106037079,-1.204886052,-1.134046858,6.129144259,6.821957078,6.042229509,6.009373459,-11.08332235,-7.303151044,11.86556654,-5.966645373,-2.885224682,-6.817100029,-11.4578374,-9.118821325,-10.52830298,-10.32545512,-6.061294556,-7.429088724,-8.884099285,-9.435500321,-9.142170779
2795,propane,+,no,->,ethanol,+,h2cn,H8-C3-N1-O1,5.664,-0.534454259,-0.689401808,-6.09403156,-0.309264635,-0.782811858,-1.071304804,-0.747358476,-0.447776236,3.119383244,0.431879108,0.118589017,-1.506003034,1.505010521,1.06537974,0.679459672,-0.923327507,1.108031975,1.983107145,2.896878355,-0.081676352,1.20024784,2.317587106
2796,propane,+,no,->,ethanol,+,hcnh,H8-C3-N1-O1,13.164,-0.895692612,-1.031970909,-2.673785497,0.831888526,0.491651966,0.585826627,-0.176472537,0.312537024,4.417645765,-0.43405458,0.042283726,-0.579509424,2.59640211,-0.699088731,1.042771024,-0.416407807,1.444497291,2.471834935,1.569756347,-0.918478381,-0.174465007,0.677878848
2797,propane,+,no,->,ch3nh,+,acetaldehyde,H8-C3-N1-O1,8.161,-0.494350986,-0.525436006,-4.365417044,1.883072776,1.551417752,1.22531206,1.096771703,-2.748809873,0.136354726,2.167075451,-0.957209656,-4.952285577,-2.217815617,-2.305212717,-1.745582448,-3.879046214,-2.287502157,-1.98630615,-1.780372741,-3.527701501,-2.576007307,-1.62876248
2798,propane,+,no,->,ch3nh,+,oxirane,H8-C3-N1-O1,34.499,-0.686884054,-0.759541683,-3.512832627,0.781048764,0.871274625,0.407639436,2.741129318,-2.13278759,-0.967336085,2.754066998,-4.428655128,-6.676179902,-5.639200286,-4.612479283,-3.62288284,-2.191592807,-4.453105601,-5.391894897,-2.72265576,-0.978880951,-3.450062823,-3.166007095
2799,propane,+,no,->,ch2nh2,+,acetaldehyde,H8-C3-N1-O1,0.514,-1.191867531,-1.241703388,-2.138831111,2.368634298,2.108295531,2.025570391,1.159174983,-2.706809855,0.85224278,2.713852555,-0.893965944,-3.150400182,-0.02129334,-3.961075862,-1.336331644,-3.207306606,-1.974327047,0.017624657,-1.74446773,-3.326356175,-3.050215182,-2.382650491
2800,propane,+,no,->,ch2nh2,+,oxirane,H8-C3-N1-O1,26.852,-1.384400598,-1.475809065,-1.286246694,1.266610286,1.428152404,1.207897768,2.803532597,-2.090787572,-0.251448031,3.300844101,-4.365411416,-4.874294507,-3.442678009,-6.268342427,-3.213632036,-1.519853198,-4.139930491,-3.387964089,-2.686750749,-0.777535626,-3.924270698,-3.919895107
2801,propane,+,o2,->,propene,+,hooh,H8-C3-O2,-1.934,-0.978125968,-1.118652893,-12.3042412,-3.821550124,-4.082670331,-3.572217711,-1.242498075,7.414194772,11.2389685,-8.160432892,4.107820605,6.782244182,10.57410952,8.547921691,7.304717806,6.324252059,10.1689279,9.68256288,10.85126955,4.653640982,6.885365587,7.724561675
2802,propane,+,o2,->,ethanol,+,h2co,H8-C3-O2,-57.166,-0.573848772,-0.4252225,-8.948760381,-2.70180661,-1.846263156,-2.066987341,-0.340578576,5.690340428,8.925223524,-5.163952213,1.745722095,0.762354373,10.45393892,8.384056526,5.961771594,6.193562422,9.759184791,10.73838326,12.07376423,7.243827898,9.682143707,10.47267599
2803,propane,+,o2,->,ethanol,+,t-hcoh,H8-C3-O2,-4.985,-0.183562956,-0.051502577,-12.57661755,-4.164302216,-3.417513717,-3.855335256,-1.310552675,6.085965575,9.146105168,-5.018660571,1.111732279,0.600945576,12.40328443,10.39828326,7.253453862,7.226991882,11.13709499,12.9754323,14.1211877,8.786121042,11.24436803,12.65211381
2804,propane,+,o2,->,ethanol,+,c-hcoh,H8-C3-O2,-0.155,-0.040508003,0.077182986,-12.74189882,-4.177790391,-3.535016809,-3.906427805,-1.323731279,6.548710229,9.718692558,-5.715785591,1.443294054,0.610390704,12.48441816,10.47491556,7.443389092,7.346634379,11.36696895,12.86962028,13.67637267,8.495526774,11.06654084,12.43968197
2805,propane,+,o2,->,methanol,+,acetaldehyde,H8-C3-O2,-62.632,-0.845636675,-0.673187861,-9.130201361,-1.997306064,-1.283314824,-1.48792984,0.267371236,4.843401652,8.223461115,-4.437538859,1.383810093,0.134442789,9.553923512,6.818583849,4.997523725,5.141545301,8.576808133,9.767978387,10.36029472,6.020365685,8.287845326,9.038580084
2806,propane,+,o2,->,methanol,+,oxirane,H8-C3-O2,-36.294,-1.038169742,-0.907293538,-8.277616944,-3.099330076,-1.963457951,-2.305602463,1.91172885,5.459423935,7.119770304,-3.850547313,-2.087635378,-1.589451536,6.132538843,4.511317284,3.120223333,6.828998709,6.411204689,6.362389641,9.418011703,8.569186234,7.41378981,7.501335469
2807,propane,+,f2,->,c2h5f,+,ch3f,H8-C3-F2,-97.51,-0.142934047,0.390380044,4.240619768,3.229030879,5.047753945,3.510646967,2.412970411,-4.137731787,-1.704466412,6.677901873,-4.843448356,-7.261715996,1.117892241,-1.385557793,-3.224320363,-1.49092764,-0.962112447,3.56322139,3.598235242,4.200297544,4.788002205,5.580060483
2808,propane,+,no2,->,ch3nh,+,acetic,H8-C3-O2-N1,-42.855,0.351351603,0.665854558,-8.420551964,-2.644490223,-0.581456625,-2.985822352,-1.96095517,-0.913899194,2.285604251,4.223308638,-3.777479484,-0.300018668,8.622199972,8.822148092,2.553080519,2.634743026,3.949994474,12.61153443,14.8687434,10.72311421,12.47563539,14.26171658
2809,propane,+,no2,->,ch2nh2,+,acetic,H8-C3-O2-N1,-50.502,-0.346164941,-0.050412824,-6.193966031,-2.158928701,-0.024578846,-2.185564021,-1.89855189,-0.871899175,3.001492306,4.770085742,-3.714235772,1.501866727,10.81872225,7.166284948,2.962331323,3.306482635,4.263169584,14.61546524,14.90464842,10.92445954,12.00142751,13.50782857
2810,propane,+,c2,->,propene,+,ch2c,H8-C5,-66.58,-1.185982132,0.222246173,-7.047413317,12.42648118,12.76973564,9.632813866,14.64883116,-35.09140849,-34.62664649,40.24860019,-27.2239182,-22.04724203,-23.11976417,-23.51145052,-27.17695378,-28.50465874,-27.96452746,-19.06682981,-16.90669791,-19.64960507,-18.23276708,-17.30840158
2811,propane,+,c2,->,propene,+,c2h2,H8-C5,-112.171,-1.915227818,-0.517811017,0.049225281,13.4647152,14.413653,11.56416276,14.71191448,-32.93438829,-31.71488755,38.40294527,-26.90890528,-19.01401026,-21.03539331,-23.50381267,-25.69533688,-26.02646386,-26.58646358,-17.2281812,-15.06848093,-17.5195613,-16.97273385,-16.84080556
2812,propane,+,c2,->,c2h4,+,propyne,H8-C5,-114.768,-1.88508177,-0.470615295,0.192573691,14.29263711,15.14431727,12.28118783,15.57421873,-34.16951281,-32.72793625,39.33495293,-27.87418846,-20.55406164,-22.79778677,-25.19845162,-27.15068785,-27.61608128,-28.13040881,-19.04815683,-17.13098901,-19.20532867,-18.67187603,-18.44423451
2813,propane,+,c2,->,c2h4,+,allene,H8-C5,-113.263,-1.685029821,-0.3805122,-3.034558236,14.92620107,15.01111638,12.33924643,16.81738028,-36.4465456,-34.13324125,40.86096955,-28.80751657,-21.04856214,-26.62710847,-29.24768275,-30.11107282,-31.09672943,-31.35205835,-23.41841153,-21.73364606,-23.77348777,-23.31238706,-23.09101473
2814,propane,+,f2o,->,ethanol,+,ch2f2,H8-C3-F2-O1,-147.22,0.340355696,0.916063529,7.831989196,0.968012552,4.868019349,2.167454807,0.384797273,0.158970743,2.191198644,4.773876242,-4.913853518,-6.039366952,10.80065679,4.110342118,0.869540796,4.977255015,3.03559823,16.04286483,13.91470436,16.13637602,15.24257641,15.75681283
2815,propane,+,o3,->,ethanol,+,formic,H8-C3-O3,-157.803,1.84319788,3.396103211,-1.927527117,0.15101302,4.447323262,-0.092331604,2.373439025,-8.809755876,-5.659138927,16.0031632,-18.07792082,-10.18585633,8.662502847,2.268927583,-6.069235479,-1.493602559,-2.7837496,16.36438639,15.36337976,14.40381132,15.27923857,16.29789205
2816,propane,+,o3,->,ethanol,+,dioxirane,H8-C3-O3,-65.933,1.983835667,3.216757774,-4.218826172,-1.734541124,1.470777364,-2.137039169,2.987634316,-6.467885851,-4.89157952,11.99519196,-17.34754426,-6.620173478,1.759126694,2.650422576,-6.515638587,-0.823776346,-3.0006248,7.461495716,11.97627298,11.75797026,11.50097144,12.40433003
2817,propane,+,o3,->,methanol,+,acetic,H8-C3-O3,-162.181,1.513024125,3.081803166,-2.404759711,0.042655173,4.395463195,-0.231016438,2.346585163,-8.958146342,-5.886211979,16.35502669,-18.25826167,-10.65426166,8.923861217,2.268428596,-6.136230735,-1.418447683,-2.928709949,16.79228472,15.77719032,14.8911435,15.51385257,16.60863953
2818,ch2-sing,+,hs,->,ch,+,h2s,H3-C1-S1,1.053,-0.163154962,-0.16038383,0.28000967,0.032820314,0.136330397,0.145008539,0.980715769,0.37537799,0.084826036,-0.22700617,-0.152781106,2.181898037,-2.618548184,-1.015007531,-1.123337837,0.290648925,-0.944700783,-2.821153159,-1.019812478,0.198989274,-1.100501742,-1.079967602
2819,ch2-sing,+,c2h5f,->,ch3f,+,c2h4,H7-C3-F1,-84.096,-0.916485804,-1.007506077,4.627760116,2.646224583,2.46354291,2.982340665,2.63235748,-1.513281088,0.358898836,1.385620185,-1.063091611,3.070029416,-2.99638619,-6.051072862,-3.352903736,-2.026171206,-3.426081738,-3.833635175,-4.324445231,-3.543639084,-5.21318644,-6.053699711
2820,ch2-sing,+,c2h5f,->,propene,+,hf,H7-C3-F1,-100.26,-1.283607552,-1.444819142,6.632291641,0.839162093,1.366870791,1.786989501,0.680435789,3.319085286,3.607733252,-2.599178293,1.535855633,5.740132743,4.16405681,-3.674167536,0.586158185,3.211991463,-1.215943778,4.184090581,-0.039876657,2.775032983,-1.368606152,-2.9988817
2821,ch2-sing,+,ch3nh2,->,nh3,+,c2h4,H7-C2-N1,-98.356,-1.052022617,-1.135633984,4.991955154,2.119918595,2.131953108,2.602870976,1.837955696,-0.383894208,1.243284303,0.725218318,0.293820719,4.637726715,-0.218234512,-5.357243343,-2.063088273,-0.486691639,-2.547821802,-0.779709627,-2.914460104,-1.753821888,-3.851270016,-5.087533949
2822,ch2-sing,+,ch3f,->,c2h4,+,hf,H5-C2-F1,-101.32,-1.1504234,-1.292136596,6.174744665,0.726699553,1.220988776,1.62034969,0.472473221,2.954284488,3.480458027,-2.109395675,1.72371719,6.213460306,4.382831971,-3.50591239,0.689386763,3.090978024,-0.975183011,4.431855698,0.120756807,2.664578598,-1.076436163,-2.724083233
2823,ch2-sing,+,ethanol,->,propene,+,h2o,H8-C3-O1,-101.855,-1.448129049,-1.558477281,5.613617134,1.770652485,1.979364535,2.435783376,1.523699772,1.45876869,2.411686878,-1.0623741,1.310746438,5.761991905,1.873091427,-4.741076951,-0.829961332,1.230362046,-2.021856769,1.553275137,-1.972942737,0.266778502,-2.843249296,-4.303476344
2824,ch2-sing,+,ethanol,->,c2h4,+,methanol,H8-C3-O1,-84.899,-0.952219229,-1.032786019,4.387871463,2.825126051,2.5651551,3.090566545,2.797347088,-1.876365467,0.097473372,1.67588262,-1.091177661,3.033594039,-3.367277823,-6.49592183,-3.671482023,-2.433328827,-3.752747754,-4.234563009,-4.962112227,-4.044052823,-5.629155072,-6.481152184
